,url_length,n_result,slash_count,dot_count,.edu,.com,.gov,.net,.org,.other,alexa_rank,keyword_in_netloc,keyword_in_path,keyword_in_title,keyword_in_description,labels,urls,titles,descriptions
254,43.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,https://www.youtube.com/watch?v=0LHxvxdRnYc,marvel studios captain marvel  trailer 2  youtube  wwwyoutubecom  watch,duration   219  posted   dec 3 2018
255,43.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,https://www.youtube.com/watch?v=YQ1G7jCIppg,captain marvel trailer 2019  youtube  wwwyoutubecom  watch,duration   210  posted   sep 18 2018
256,72.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9576.0,0.0,1.0,2.0,1.0,0,https://www.marvel.com/comics/series/26673/captain_marvel_2019_-_present,captain marvel 2019  present  comic series  wwwmarvelcom  comics  series  captainmarvel2019present,browse the marvel comic series captain marvel 2019  present check out individual issues and find out how to read them
257,44.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9576.0,0.0,0.0,1.0,1.0,1,https://www.marvel.com/movies/captain-marvel,captain marvel movie 2019  official trailer cast plot release  wwwmarvelcom  movies  captainmarvel,duration   101  posted   mar 8 2019
258,36.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9576.0,0.0,0.0,0.0,0.0,0,https://www.marvel.com/captainmarvel,captain marvel  trailer  official movie site  wwwmarvelcom  captainmarvel,set in the 1990s marvel studios captain marvel is an allnew adventure from a previously unseen period in the history of the marvel cinematic universe
259,69.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,2.0,1,https://marvelcinematicuniverse.fandom.com/wiki/Captain_Marvel_(film),captain marvel  marvel cinematic universe wiki  marvelcinematicuniversefandomcom  wiki  captainmarvelfilm,mar 8 2019    captain marvel is a 2019 superhero film based on the marvel comics superheroine of the same name it is the twentyfirst film in the marvel
260,60.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1,https://en.wikipedia.org/wiki/Transformers:_Dark_of_the_Moon,transformers dark of the moon  wikipedia  enwikipediaorg  wiki  transformersdarkofthemoon,transformers dark of the moon is a 2011 american science fiction action film directed by michael bay and it is based on the transformers toy line  carly witwicky    the junior novel    the album    the score
261,37.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt1399103/,transformers dark of the moon 2011  imdb  wwwimdbcom  title,rating   6210  395703
262,62.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,1,https://www.rottentomatoes.com/m/transformers_dark_of_the_moon,transformers dark of the moon  rotten tomatoes  wwwrottentomatoescom  transformersdarkofthemoon,rating   35  263
263,43.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,https://www.youtube.com/watch?v=97wCoDn0RrA,transformers 3  dark of the moon  official trailer 1 us 2011  wwwyoutubecom  watch,duration   232  posted   dec 10 2010
264,43.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,https://www.youtube.com/watch?v=XeUtb5L9iNE,transformers dark of the moon 2011 theatrical trailer  youtube  wwwyoutubecom  watch,duration   225  posted   apr 19 2019
265,43.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,https://www.youtube.com/watch?v=ET9SHYzMz_4,freeway chase  transformers dark of the moon 2011  youtube  wwwyoutubecom  watch,duration   353  posted   mar 8 2018
266,72.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,https://www.amazon.com/Transformers-Dark-Moon-Shia-LaBeouf/dp/B005G4TJUC,transformers dark of the moon  amazon  wwwamazoncom  transformersdarkmoonshialabeouf,rating   46  8168
267,61.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,142015.0,0.0,0.0,0.0,1.0,1,https://tfwiki.net/wiki/Transformers:_Dark_of_the_Moon_(film),transformers dark of the moon film  tfwikinet  wiki  transformersdarkofthemoonfilm,transformers dark of the moon is the third film in the liveaction film series it was released in 3d and imax at 9pm on june 28 2011 and in wide release
268,60.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13561.0,0.0,0.0,1.0,0.0,1,https://www.blu-ray.com/Transformers-Dark-of-the-Moon/31863/,transformers dark of the moon 2011  bluraycom  wwwbluraycom  transformersdarkofthemoon,rating   810        drew taylor
269,69.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9615.0,0.0,1.0,2.0,1.0,0,https://www.rogerebert.com/reviews/transformers-dark-of-the-moon-2011,transformers dark of the moon movie review 2011  roger ebert  wwwrogerebertcom  reviews  transformersdarkofthemoon2011,jun 28 2011    we learn that mankinds first mission to the moon was intended to investigate an alien space craft that crashed on the dark side this ship 
270,37.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1,https://en.wikipedia.org/wiki/Skyfall,skyfall  wikipedia  enwikipediaorg  wiki  skyfall,skyfall is a 2012 spy film and the twentythird in the james bond series produced by eon productions the film is the third to star daniel craig as  skyfall song    skyfall disambiguation    categoryskyfall    brnice marlohe
271,37.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt1074638/,skyfall 2012  imdb  wwwimdbcom  title,rating   7810  667214
272,43.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,https://www.youtube.com/watch?v=6kw1UVovByw,skyfall  official trailer  youtube  wwwyoutubecom  watch,duration   234  posted   jul 31 2012
273,40.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,1,https://www.rottentomatoes.com/m/skyfall,skyfall  rotten tomatoes  wwwrottentomatoescom  skyfall,rating   92  384
274,34.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,246634.0,0.0,0.0,0.0,0.0,1,https://www.mgm.com/movies/skyfall,skyfall  movie  mgm studios  wwwmgmcom  movies  skyfall,skyfall synopsis when bonds daniel craig latest mission goes wrong agents around the world are exposed and mi6 is attacked
275,36.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3944.0,0.0,0.0,1.0,0.0,0,https://letterboxd.com/film/skyfall/,skyfall 2012 directed by sam mendes  reviews film   letterboxd  letterboxdcom  film  skyfall,rating   38  283939
276,47.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9615.0,0.0,1.0,2.0,1.0,0,https://www.rogerebert.com/reviews/skyfall-2012,skyfall movie review  film summary 2012  roger ebert  wwwrogerebertcom  reviews  skyfall2012,nov 7 2012    in skyfall this is a cerebral megalomaniac named silva played by javier bardem whose unpronounceable anton chigurh in no country for old
277,60.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4154.0,0.0,0.0,1.0,0.0,1,http://www.themoviedb.org/movie/37724-skyfall?language=en-US,skyfall 2012  the movie database tmdb  wwwthemoviedborg  movie  37724skyfall,dec 29 2014    when bonds latest assignment goes gravely wrong and agents around the world are exposed mi6 is attacked forcing m to relocate the agency
278,73.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,0,https://www.amazon.com/Skyfall-Blu-ray-Region-Mendes-Daniel/dp/B01L42NF5Y,007 skyfall 2012 bluray region a sam mendes daniel craig   wwwamazoncom  skyfallblurayregionmendesdaniel,amazoncom 007 skyfall 2012 bluray region a sam mendes daniel craig javier bardem naomie harris  movies  tv
279,48.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,136778.0,0.0,0.0,1.0,2.0,0,https://www.filmsite.org/series-jamesbond23.html,skyfall 2012  filmsite  wwwfilmsiteorg  seriesjamesbond23,the james bond films official see bond girls in skyfall 2012 skyfall 2012 d sam mendes 143 minutes opening credits title sequence
280,61.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1,https://en.wikipedia.org/wiki/Transformers:_Age_of_Extinction,transformers age of extinction  wikipedia  enwikipediaorg  wiki  transformersageofextinction,transformers age of extinction is a 2014 american science fiction action film based on the transformers toy line it is the fourth installment of the  list of transformers books    marmon motor company    the score
281,37.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt2109248/,transformers age of extinction 2014  imdb  wwwimdbcom  title,rating   5610  305817
282,43.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0,https://www.youtube.com/watch?v=dYDGqmxMZFI,age of extinction official trailer 1 2014  michael bay movie hd  wwwyoutubecom  watch,duration   234  posted   mar 4 2014
283,63.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,1,https://www.rottentomatoes.com/m/transformers_age_of_extinction,transformers age of extinction  rotten tomatoes  wwwrottentomatoescom  transformersageofextinction,rating   17  212
284,79.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,1.0,1,https://michaelbaystransformers.fandom.com/wiki/Transformers:_Age_of_Extinction,transformers age of extinction  michaelbaystransformersfandomcom  wiki  transformersageofext,transformers age of extinction is a 2014 american science fiction action film based on the transformers toy line it is the fourth installment of the
285,62.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,142015.0,0.0,0.0,0.0,1.0,1,https://tfwiki.net/wiki/Transformers:_Age_of_Extinction_(film),transformers age of extinction film  tfwikinet  wiki  transformersageofextinctionfilm,an adventure 65 million years in the making transformers age of extinction is the fourth film in the liveaction film series it was released on june 27 2014
286,78.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,https://www.amazon.com/Transformers-Age-Extinction-Mark-Wahlberg/dp/B00L83TMIE,watch transformers age of extinction  prime video  amazoncom  wwwamazoncom  transformersageextinctionmarkwahlberg,rating   46  30092
287,73.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,2.0,0.0,0,https://www.amazon.com/Transformers-Age-Extinction-Dvd-2014/dp/B00OTYQTV2,transformers age of extinction dvd2014  amazoncom  wwwamazoncom  transformersageextinctiondvd2014,rating   46  29949
288,83.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4154.0,0.0,0.0,1.0,0.0,1,http://www.themoviedb.org/movie/91314-transformers-age-of-extinction?language=en-US,transformers age of extinction 2014  the movie database  wwwthemoviedborg  movie  91314transformersageofextinction  la,as humanity picks up the pieces following the conclusion of transformers dark of the moon autobots and decepticons have all but vanished from the face
289,59.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3944.0,0.0,0.0,0.0,0.0,0,https://letterboxd.com/film/transformers-age-of-extinction/,transformers age of extinction  letterboxd  letterboxdcom  film  transformersageofextinction,rating   19  73895
290,37.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt1345836/,the dark knight rises 2012  imdb  wwwimdbcom  title,rating   8410  1590125
291,51.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1,https://en.wikipedia.org/wiki/The_Dark_Knight_Rises,the dark knight rises  wikipedia  enwikipediaorg  wiki  thedarkknightrises,the dark knight rises is a 2012 superhero film directed by christopher nolan who cowrote the screenplay with his brother jonathan nolan and the story  robin in other media    batman knightfall    batman no mans land    batcave
292,43.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,https://www.youtube.com/watch?v=g8evyE9TuYk,the dark knight rises  official trailer 3 hd  youtube  wwwyoutubecom  watch,duration   220  posted   apr 30 2012
293,43.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,https://www.youtube.com/watch?v=GokKUqLcvD8,the dark knight rises official movie trailer christian bale batman   wwwyoutubecom  watch,duration   211  posted   dec 19 2011
294,54.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,1,https://www.rottentomatoes.com/m/the_dark_knight_rises,the dark knight rises  rotten tomatoes  wwwrottentomatoescom  thedarkknightrises,rating   87  372
295,62.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,https://www.amazon.com/Dark-Knight-Rises-Blu-ray/dp/B004LWZWGK,the dark knight rises bluray  amazoncom  wwwamazoncom  darkknightrisesbluray,rating   47  25500
296,69.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,https://www.amazon.com/Dark-Knight-Rises-Christian-Bale/dp/B004LWZWGA,the dark knight rises  amazoncom  wwwamazoncom  darkknightriseschristianbale,rating   47  25500
297,51.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26382.0,0.0,0.0,0.0,1.0,1,https://www.warnerbros.com/movies/dark-knight-rises,the dark knight rises  movies  warner bros  wwwwarnerbroscom  movies  darkknightrises,the dark knight rises  key art  with batman begins and reached the stratosphere with the billiondollar blockbuster the dark knight  july 20 2012
298,58.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29048.0,0.0,1.0,2.0,1.0,1,https://www.dccomics.com/movies/the-dark-knight-rises-2012,the dark knight rises 2012  dc comics  wwwdccomicscom  movies  thedarkknightrises2012,the dark knight rises 2012 directing one of the most anticipated films of the year christopher nolan returns to gotham to complete his batman film
299,68.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0,https://www.hbomax.com/feature/urn:hbo:feature:GYDQXMgVDW8LDGgEAAAAF,watch the dark knight rises hbo  stream movies  wwwhbomaxcom  feature,stream the dark knight rises hbo on hbo max gotham city has been brought to its knees by the vilest villain to ever walk its streetsand its only hope
300,47.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,2.0,1.0,1,https://en.wikipedia.org/wiki/Joker_(2019_film),joker 2019 film  wikipedia  enwikipediaorg  wiki  joker2019film,joker is a 2019 american psychological thriller film directed and produced by todd phillips who cowrote the screenplay with scott silver  list of accolades received by    joker stairs    todd phillips    dc black label
301,37.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt7286456/,joker 2019  imdb  wwwimdbcom  title,rating   8410  1092418
302,43.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,https://www.youtube.com/watch?v=zAGVQLHvwOY,joker  final trailer  now playing in theaters  youtube  wwwyoutubecom  watch,duration   225  posted   aug 28 2019
303,43.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,1.0,1.0,0.0,1,https://www.rottentomatoes.com/m/joker_2019,joker  rotten tomatoes  wwwrottentomatoescom  joker2019,rating   68  588
304,59.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4154.0,0.0,0.0,1.0,0.0,1,http://www.themoviedb.org/movie/475557-joker?language=en-US,joker 2019  the movie database tmdb  wwwthemoviedborg  movie  475557joker,feb 19 2020    top billed cast  joaquin phoenix arthur fleck  joker  robert de niro murray franklin  zazie beetz sophie dumond  frances conroy penny fleck
305,37.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29048.0,0.0,0.0,1.0,1.0,1,https://www.dccomics.com/movies/joker,joker 2019  dc comics  wwwdccomicscom  movies  joker,joker 2019  director todd phillips joker centers around the iconic arch nemesis and is an original standalone fictional story not seen before on the big
306,58.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,https://www.amazon.com/Joker-Joaquin-Phoenix/dp/B07YLP14JH,watch joker  prime video  amazoncom  wwwamazoncom  jokerjoaquinphoenix,rating   45  129484
307,45.0,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,1.0,1,https://dcmovies.fandom.com/wiki/Joker_(film),joker film  dc movies wiki  dcmoviesfandomcom  wiki  jokerfilm,joker is a 2019 film that serves as an origin story of the joker in 1981 party clown and aspiring standup comedian arthur fleck lives with his mother
308,50.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10886.0,0.0,0.0,0.0,0.0,1,https://www.boxofficemojo.com/release/rl252151297/,joker  box office mojo  wwwboxofficemojocom  release,joker in gotham city mentally troubled comedian arthur fleck is disregarded and mistreated by society he then embarks on a downward spiral of revolution
309,74.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6421.0,0.0,1.0,1.0,1.0,0,https://www.indiewire.com/2019/08/joker-review-joaquin-phoenix-1202170236/,joker review joaquin phoenix changes superhero movies forever  wwwindiewirecom  201908  jokerreviewjoaquinphoenix1202170236,duration   231  posted   aug 31 2019
310,37.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt2527338/,star wars episode ix  the rise of skywalker 2019  imdb  wwwimdbcom  title,rating   6510  408181
311,62.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1,https://en.wikipedia.org/wiki/Star_Wars:_The_Rise_of_Skywalker,star wars the rise of skywalker  wikipedia  enwikipediaorg  wiki  starwarstheriseofskywalker,star wars the rise of skywalker also known as star wars episode ix  the rise of skywalker is a 2019 american epic space opera film produced
312,43.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,https://www.youtube.com/watch?v=8Qn_spdM5Zg,star wars the rise of skywalker  final trailer  youtube  wwwyoutubecom  watch,duration   238  posted   oct 21 2019
313,43.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,https://www.youtube.com/watch?v=adzYW5DZoWs,star wars the rise of skywalker  teaser  youtube  wwwyoutubecom  watch,duration   204  posted   apr 12 2019
314,64.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,1,https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,star wars the rise of skywalker  rotten tomatoes  wwwrottentomatoescom  starwarstheriseofskywalker,rating   52  512
315,76.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,1.0,1,https://starwars.fandom.com/wiki/Star_Wars:_Episode_IX_The_Rise_of_Skywalker,star wars episode ix the rise of skywalker  wookieepedia  starwarsfandomcom  wiki  starwarsepisodeixtheriseofsky,star wars episode ix the rise of skywalker marketed as star wars the rise of skywalker is a 2019 film directed by jj abrams from a script by abrams
316,81.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0,https://dvd.netflix.com/Movie/Star-Wars-Episode-IX-The-Rise-of-Skywalker/81140930,rent star wars episode ix the rise of skywalker 2019 on dvd   dvdnetflixcom  movie  starwarsepisodeixtheriseofskywalker,rating   37  52046
317,65.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0,https://www.amazon.com/Star-Wars-Rise-Skywalker-DVD/dp/B0825CSHLH,star wars the rise of skywalker dvd 2019  amazon  wwwamazoncom  starwarsriseskywalkerdvd,rating   47  14158
318,72.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1757.0,0.0,0.0,1.0,1.0,0,https://ew.com/creative-work/star-wars-episode-ix-the-rise-of-skywalker/,star wars episode ix  the rise of skywalker 2019 movie  ewcom  creativework  starwarsepisodeixtheriseofskywalker,star wars episode ix  the rise of skywalker 2019 movie
319,89.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0,https://www.disneyplus.com/movies/star-wars-the-rise-of-skywalker-episode-ix/5e8JThYwCYgw,watch star wars the rise of skywalker episode ix  full movie  wwwdisneypluscom  movies  starwarstheriseofskywalkerepisodeix,lucasfilm and director jj abrams join forces once more to take viewers on an epic journey to a galaxy far far away with star wars the rise of skywalker
320,41.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1,https://en.wikipedia.org/wiki/Toy_Story_4,toy story 4  wikipedia  enwikipediaorg  wiki  toystory4,toy story 4 is a 2019 american computeranimated comedy film produced by pixar animation studios and released by walt disney pictures  bo peep    josh cooley    forky
321,37.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt1979376/,toy story 4 2019  imdb  wwwimdbcom  title,rating   7710  225786
322,44.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,1,https://www.rottentomatoes.com/m/toy_story_4,toy story 4  rotten tomatoes  wwwrottentomatoescom  toystory4,rating   97  453
323,43.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,https://www.youtube.com/watch?v=wmiIUN-7qhE,toy story 4  official trailer  youtube  wwwyoutubecom  watch,duration   228  posted   mar 19 2019
324,43.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,https://www.youtube.com/watch?v=LDXYRzerjzU,toy story 4  official teaser trailer  youtube  wwwyoutubecom  watch,duration   127  posted   nov 12 2018
325,43.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0,https://www.youtube.com/watch?v=9pn8utbTtnU,toy story 4 all movie clips 2019  youtube  wwwyoutubecom  watch,duration   1122  posted   sep 27 2019
326,58.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0,https://www.disneyplus.com/movies/toy-story-4/2CtjW4tKzIHp,watch toy story 4  full movie  disney  wwwdisneypluscom  movies  toystory4,pixar animation studios proudly presents the adventure of a lifetime when woody buzz and the gang join bonnie on a road trip with her new
327,51.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9615.0,0.0,1.0,2.0,1.0,0,https://www.rogerebert.com/reviews/toy-story-4-2019,toy story 4 movie review  film summary 2019  roger ebert  wwwrogerebertcom  reviews  toystory42019,jun 21 2019    if the makers of toy story 4 shared these anxieties theyve merged them into plot of this movie among other things its about a devoted
328,64.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0,https://www.amazon.com/TOY-STORY-Blu-ray-Tom-Hanks/dp/B07VDMP7RG,toy story 4 feature bluray  amazoncom  wwwamazoncom  toystorybluraytomhanks,amazoncom toy story 4 feature bluray  tom hanks tim allen annie potts tony hale  20194kuhdbluraydigital ultimate collector
329,37.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6897.0,0.0,0.0,0.0,1.0,1,https://movies.disney.com/toy-story-4,toy story 4  disney movies  moviesdisneycom  toystory4,disneypixar toy story 4 toy story 4 g 1h 40min june 21 2019 adventure animation comedy kids  family woody voice of tom hanks has always been
330,41.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1,https://en.wikipedia.org/wiki/Toy_Story_3,toy story 3  wikipedia  enwikipediaorg  wiki  toystory3,toy story 3 is a 2010 american computeranimated comedy film produced by pixar animation studios for walt disney pictures it is the third installment in  voice cast    production    release    reception
331,37.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,1,https://www.imdb.com/title/tt0435761/,toy story 3 2010  imdb  wwwimdbcom  title,rating   8210  791052
332,43.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,https://www.youtube.com/watch?v=JcpWXaA2qeg,toy story 3 trailer  youtube  wwwyoutubecom  watch,duration   219  posted   oct 13 2009
333,43.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,https://www.youtube.com/watch?v=TNMpa5yBf5o,toy story 3 trailer 2  youtube  wwwyoutubecom  watch,duration   230  posted   feb 11 2010
334,44.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,1,https://www.rottentomatoes.com/m/toy_story_3,toy story 3  rotten tomatoes  wwwrottentomatoescom  toystory3,rating   98  309
335,58.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,https://www.amazon.com/Toy-Story-3-Tom-Hanks/dp/B00275EHJG,toy story 3  amazoncom  wwwamazoncom  toystory3tomhanks,rating   47  11510
336,51.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9615.0,0.0,1.0,2.0,1.0,0,https://www.rogerebert.com/reviews/toy-story-3-2010,toy story 3 movie review  film summary 2010  roger ebert  wwwrogerebertcom  reviews  toystory32010,jun 16 2010    in disneypixars toy story 3 andy has grown to college age and the story leaves the toys pretty much on their own in a third act where they
337,58.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0,https://www.disneyplus.com/movies/toy-story-3/5i3MkHrmohAt,watch toy story 3  full movie  disney  wwwdisneypluscom  movies  toystory3,come back to the toy box in this heartwarming and hilarious movie as andy goes to college woody buzz and the toys wonder what will become of them
338,64.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4154.0,0.0,0.0,1.0,0.0,1,http://www.themoviedb.org/movie/10193-toy-story-3?language=en-US,toy story 3 2010  the movie database tmdb  wwwthemoviedborg  movie  10193toystory3,jun 29 2020    woody buzz and the rest of andys toys havent been played with in years with andy about to go to college the gang find themselves
339,42.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,1.0,1,https://disney.fandom.com/wiki/Toy_Story_3,toy story 3  disney wiki  disneyfandomcom  wiki  toystory3,no toy gets left behindtagline toy story 3 is a 2010 american 3d computeranimated adventure comedydrama film which was produced by pixar animation
